AveragePolicySurr,AverageAbsQ,AverageAbsY,MinEsReturn,StdReturn,AverageAbsQYDiff,PolicyRegParamNorm,MinReturn,AverageQ,StdEsReturn,AverageEsReturn,MaxEsReturn,AverageAction,AverageDiscountedReturn,MaxReturn,Epoch,AverageQLoss,AverageY,QFunRegParamNorm,AverageReturn
-0.00343750867715,0.0150202822238,0.0149723869891,-13.2074137838,0.0132074004924,0.00949040754604,27.0904976187,-1.8170392299,0.00127540313838,41.5202878563,9.84354524357,92.8330246084,0.0444670468826,-0.43739258741,-1.76936699062,10,0.0264465253783,0.00163961039227,28.4431380995,-1.7786818753
-0.0262015804658,0.030307941442,0.0307702374162,-12.0460491392,0.00598543274412,0.00937276719673,27.5155387129,-0.68115755638,0.023405541107,48.4289190323,22.1996647611,90.6884988513,0.0167087028964,-0.164567032433,-0.662161350125,11,0.015255307068,0.0238370011952,30.2329230818,-0.668348115856
-0.038086567896,0.0438225934008,0.0437492823788,-12.9260345901,0.00516548495178,0.00525681983675,27.3639812401,-0.0338860093953,0.0331748252922,49.4803820469,36.5543474568,86.0347295037,0.000636163617458,-0.00634407026883,-0.019788551039,12,0.00150660662275,0.0333055667809,31.6166475333,-0.0254465446983
-0.0552458927672,0.0563624702606,0.05602421838,-12.8399303239,0.00464925726507,0.00425891457387,27.8481209085,-0.286346749094,0.0500172138281,47.8251484432,22.1897832822,89.8100949673,0.00678728995132,-0.0667910754149,-0.267243822434,13,0.000709473486206,0.0500397305089,32.519812578,-0.271491598053
-0.0606710334019,0.0629822927575,0.0628470387365,-12.4813863111,0.00202873955971,0.00358883866617,28.1956587532,-0.240867216126,0.055796913701,47.5259813167,21.9817017217,89.1862386704,0.00589024317316,-0.057663980876,-0.233473959746,14,0.000488024417551,0.0557878019459,33.4776869725,-0.235609726927
-0.0664156306254,0.0690504445303,0.0688836914433,-10.405613826,0.000396048719744,0.00414243425982,28.6439321904,-0.0318780268445,0.0613708660679,46.9731991677,56.0157779466,90.1598528116,0.000776685181468,-0.00757791174005,-0.0306530178677,15,0.000650648235203,0.0613856783968,34.4203185246,-0.0310674072587
-0.0895271358642,0.0928726578515,0.0927543201511,-8.19252954264,0.00104897216248,0.00508745598492,29.3041175815,-0.0726144802524,0.0844286362677,43.7315800098,67.5386716197,93.7697947413,0.00173147435672,-0.016903557234,-0.0682819817671,16,0.000997175148944,0.084436609474,35.4073966018,-0.0692589742689
-0.11000311398,0.11100163731,0.110908332703,87.956751461,0.00272025324437,0.00449841078169,29.9603969001,-0.560756686518,0.104531516826,2.18633916156,90.1334164694,93.1235153827,0.0138347832179,-0.136191010638,-0.550997949012,17,0.000666956480961,0.104539002687,36.2941570404,-0.553391328718
-0.126551140214,0.123716130291,0.123567378124,-12.1621637324,0.00252593311363,0.00606701069972,30.4924673121,-0.261055722835,0.120865733741,0.144529054125,-11.9605877528,-11.8305027568,0.00637681934148,-0.0627292845937,-0.252910144251,18,0.00176787879977,0.120869224964,37.2523881926,-0.255072773659
-0.13858100349,0.134518976012,0.134381033448,-23.0370255679,0.209183046872,0.00709521936507,31.1276929542,-39.1410974583,0.133166546397,56.5139829618,37.9610736907,94.6361673683,0.970946046996,-9.53090744648,-38.5652902253,19,0.00199820598393,0.133102747085,37.9957036907,-38.8378418798
-0.146344078931,0.144690123145,0.144812271141,-17.5376653749,0.290608626149,0.00681669284452,31.224687646,-31.5936967349,0.141343553783,47.8005422527,49.9369088663,87.2412862181,0.777118033394,-7.65929978021,-30.7275211766,20,0.00208880877085,0.141311823585,38.9112971072,-31.0847213358
-0.165643682785,0.163524597102,0.16368172115,75.7294863552,0.437101203315,0.00783533990298,31.5363592889,-3.14744630396,0.160556349733,8.39019177995,84.8602711839,94.0543295615,0.0509373523952,-0.463851827293,-1.77230340273,21,0.00249300927452,0.160530164502,39.9301195629,-2.03749409581
-0.177938223766,0.175038260066,0.174879047644,-13.4467637035,0.384948762839,0.00810081318193,32.0634484627,-22.4718683236,0.171370905962,48.2931088054,21.5644571976,89.8538972142,0.55064012964,-5.3614206979,-21.2332975606,22,0.00345397363491,0.171284714839,40.8296169493,-22.0256051856
-0.194808527455,0.191723291258,0.192114109969,-19.2550689108,0.149565554324,0.00764866698596,32.6076672612,-39.5490542116,0.18772257103,48.7262911499,49.4636633973,88.2591366643,0.983462830516,-9.65186992945,-39.1330671394,23,0.00303357212592,0.187698827215,41.6909759788,-39.3385132206
-0.211972524343,0.210701127136,0.211103576557,-30.1947920131,52.8084893894,0.00868053115476,32.8427131665,-39.9284205146,0.204299296307,53.2058035492,45.0084289179,84.7647941679,0.943720186425,3.58123888379,87.6975199418,24,0.00413896753646,0.204274000173,42.1512080269,50.0545498655
-0.22852674388,0.230537878414,0.230687498292,-31.5599218654,0.0678389461602,0.00807329272313,32.923791519,-39.9997960556,0.219629556291,53.9240177654,44.6612831005,84.8803146423,0.998880275502,-9.81157409386,-39.7172494146,25,0.00144136231774,0.219552197881,43.1405282022,-39.9552110201
-0.254182055061,0.258573646727,0.258757398721,-29.7863669748,0.00161614277965,0.00797636725929,32.9898434852,-39.9999954195,0.24366242973,0.568462025472,-29.0563327552,-28.3997489459,0.999970765262,-9.82024158529,-39.9943751783,26,0.00123485149882,0.243618840872,44.0114956014,-39.9988306105
-0.254778509561,0.262611338769,0.262815711063,-29.6111101029,0.00151394516279,0.0116653751316,33.0037479342,-39.9999984815,0.24308436124,2.21754857657,-27.3935615264,-25.1760129498,0.999975703221,-9.82029372506,-39.9949320068,27,0.00610064319463,0.242975872201,44.6776277904,-39.9990281288
-0.256609673183,0.268881324548,0.268994786509,-29.5436687906,0.000284830464959,0.0112918731482,33.0224074146,-39.9999993305,0.243721937345,0.278399546623,-29.2010555631,-28.8617561114,0.999996528761,-9.82046500354,-39.998578743,28,0.00722644352087,0.243727185812,45.4221298289,-39.9998611505
-0.276398789526,0.294501366137,0.294402452048,-31.0086354486,0.000532701725337,0.016315540402,33.0112411841,-39.9999991366,0.26300183854,0.683809453093,-30.3248259955,-29.6410165424,0.999992603588,-9.82043143949,-39.9981311333,29,0.015517167479,0.262867889919,45.8982506129,-39.9997041435
-0.273797494181,0.298108167106,0.298305339673,-29.745703067,54.6367647364,0.0149399776805,33.5136325989,-39.8587029391,0.259307833068,51.0048558817,7.33061672809,79.4528495214,0.957118158386,6.11147205644,90.3888137959,30,0.01314081086,0.259185986368,46.4273095331,48.2657682297
-0.292235578419,0.322846390925,0.322859893676,76.2739843622,60.1503315764,0.0166191364212,34.3884827448,-39.9771931218,0.276390300005,4.86659105385,83.0042131649,89.6602401376,0.981592984996,10.7806874142,90.4918028786,31,0.0144066839678,0.2762731879,47.1143041296,43.4685367362
-0.358000722437,0.392558896543,0.392494518934,80.4554548854,53.6543620734,0.0146856408563,34.7858034232,-39.9367625023,0.339716691532,3.90596400737,87.7490573329,91.1159126934,0.976725547432,17.1244869637,90.6437068641,32,0.0108648008739,0.339669725991,47.9091496866,58.8762631789
-0.387521219057,0.425780147662,0.425902664064,-28.5331975987,50.8130672777,0.0194992779526,34.9079285383,-39.8813274595,0.366978802373,37.7964271473,78.2839538872,93.4057673792,0.973919753463,17.6277101099,90.9591745551,33,0.0197545936313,0.366832366528,48.4570312805,62.3552796998
-0.457325998808,0.49946608899,0.499430892498,78.2027319435,0.440424290698,0.0164179443592,35.0779129452,88.3661947219,0.434387013301,5.68260937833,90.2255029046,95.4347252766,0.924318320992,26.1060666928,89.9424532252,34,0.0110671355143,0.434301072561,49.0429380378,89.5302775349
-0.500151792761,0.546458949847,0.546546592727,-27.9058297475,0.0495145380361,0.0236872636217,35.162430572,-39.999999905,0.474881905491,50.1586764427,8.05578646043,78.9885619831,0.999330592486,-9.81514358258,-39.8261733502,35,0.0289290829408,0.474747448667,49.7059543541,-39.9732236994
-0.523426035889,0.572876624578,0.572886916258,-28.3770299963,0.00293527108671,0.0232161099519,35.2190553068,-39.999999999,0.495110754948,53.619570863,25.2425408667,78.8621117297,0.999968629778,-9.8202286017,-39.9882919407,36,0.0235727529081,0.495145819498,50.2636044874,-39.9987451911
-0.550725119239,0.603348661241,0.603193586189,-31.432461425,0.000988958990994,0.018442490039,35.2397038161,-39.9999999996,0.519513039645,51.6544741666,6.36947481444,79.4048798902,0.999989364654,-9.82040374591,-39.9953232325,37,0.0147836522931,0.519216592105,50.8560725277,-39.9995745862
-0.587343376628,0.643178001517,0.643245311211,-29.9039898292,0.000614279234904,0.0217112487776,35.2478553607,-39.9999999999,0.553406209716,0.310365616142,-29.5937132528,-29.169713368,0.999991381777,-9.8204203647,-39.9975620265,38,0.0167542511533,0.553358231715,51.5582841738,-39.9996552711
-0.607683856473,0.664217526038,0.664226468401,-30.0865022445,0.00262069289765,0.027405400411,35.2309235378,-39.9999999991,0.568080395875,0.703068759846,-29.3834334846,-28.6803647248,0.999969143334,-9.82023270199,-39.9888312159,39,0.0288479166471,0.567979650638,52.1236952039,-39.9987657333
-0.659544281795,0.717505897244,0.717428610552,-30.8931546144,0.051334451645,0.0268670391793,35.7882500757,92.9141933399,0.615267502847,40.8816225602,76.4160477845,95.1090596939,0.959949700877,43.8512609393,93.096086275,40,0.0227498627106,0.615072952351,52.8060873799,93.0538315889
-0.762481407438,0.821197647688,0.821522595774,91.7656288639,0.0401513985282,0.0323640038082,36.2793340636,93.1626664704,0.714329885414,0.895549867851,94.1068842611,95.6087105556,0.967410380762,45.1394663771,93.3264305776,41,0.035341936726,0.714248187944,53.33488545,93.2348924422
-0.858988816475,0.912741437021,0.912377623616,89.0915439457,0.0432969481895,0.0316100858127,36.6936058387,93.4546464084,0.80345734229,1.88570734357,93.0767950056,95.7103611418,0.968474411213,46.7185970655,93.5973458058,42,0.0328508819749,0.80309336401,54.068013063,93.499521754
-0.990277121811,1.03941436348,1.03932828711,90.0462143811,0.0202894476683,0.0266380330649,36.9120348051,93.3962145437,0.929511554904,1.69970964589,92.8327744081,94.7257740568,0.974569560461,46.6510684789,93.491956802,43,0.0142324056465,0.929534898941,54.7534423344,93.4540321067
-1.10595763318,1.14727939278,1.14740910487,89.1390299712,0.0261167267626,0.0331809303716,37.1926797401,93.4724164187,1.03723795797,1.62910075916,91.9607847861,94.2893348707,0.975462867996,47.1191120914,93.5698302734,44,0.0255031598067,1.03716564424,55.5416660969,93.5283529725
-1.25712398873,1.29010485166,1.29053422358,90.9078062891,0.0254772407312,0.0296445886193,37.3298867244,93.4660183758,1.18226592644,0.980960355595,93.8046387602,94.9963085754,0.97441796268,47.069165692,93.5672626148,45,0.0194598647121,1.18227860446,56.6603589581,93.5249603725
-1.38049118626,1.40586617967,1.40737461963,88.9716531409,0.0275640881004,0.0389646078095,37.502076434,93.4335676978,1.30097671826,2.11569335367,91.7607589678,94.6424872842,0.977324067535,47.1148834906,93.5600320491,46,0.0273075623407,1.30103377161,57.6259200835,93.5166521957
-1.50100911743,1.51823421698,1.5203919933,84.0427645868,0.971296665869,0.040101718872,37.7249623834,90.5702823581,1.41765122158,3.09536248657,92.1804625819,94.556366769,0.968514173086,44.5820108931,93.6161295401,47,0.0278981036559,1.41795948435,58.6050727337,93.0654385207
-1.62168083872,1.631235968,1.63321153326,86.6139613188,0.0944012145275,0.0448739485878,37.9526080521,93.2270027557,1.53586118477,2.32531855097,91.8977686503,94.4657554622,0.979484085711,47.0952918509,93.6130175603,48,0.0376753815515,1.53654245224,59.6596545233,93.4997284616
-1.75036440925,1.75901714692,1.75800269246,85.7186167429,0.36607754251,0.0603000889671,38.2280734951,88.4991985432,1.66538327219,2.8477513856,91.0609933991,94.1377200704,0.946931696171,26.9890006746,89.8392223602,49,0.0559997527523,1.66545771347,60.6442843902,89.5421279709
-1.81734570448,1.84100038301,1.83872165418,-25.9630916759,0.0470383546425,0.0590516177619,38.4438703687,-39.9999993138,1.73242865945,51.3810791582,25.4179874823,76.7990666405,0.999425649257,-9.81581983828,-39.8044086416,50,0.0521397439248,1.73236987387,61.4807222191,-39.9770259703
-1.88001453264,1.9109077993,1.90898574304,-27.6139914846,0.0050384636516,0.0650772224484,38.5045632535,-39.9999999992,1.79789379773,1.41595762697,-25.9151556888,-24.1476573444,0.999940909268,-9.81999247168,-39.9822118253,51,0.061970179422,1.79786890312,62.5094242038,-39.9976363707
-1.9458465668,1.98226953495,1.97942951759,-32.1335333042,0.00135617841755,0.0584678425164,38.5263037599,-39.9999999993,1.86505343191,51.6476370459,19.5141037417,71.1617407876,0.999978939851,-9.82030887614,-39.9952158534,52,0.0504831856132,1.86499872607,63.7233711047,-39.999157594
-1.98233423934,2.03106822768,2.02920107997,-32.6319864488,0.00301771692193,0.0620747428048,38.5296273962,-39.9999999998,1.90728084279,56.3267341014,24.5892388401,84.577511,0.99995534711,-9.82012040877,-39.991123412,53,0.0514881742314,1.90738847478,64.6867656224,-39.9982138844
-2.02690073821,2.08663092089,2.08588831101,-26.8235060025,0.419016693376,0.0623198440181,38.254364597,89.0890718441,1.95865760241,52.3025105575,46.7945568856,89.8176472596,0.97039659157,30.518657264,90.8059519816,54,0.0507488553047,1.95816818504,65.7229061168,90.2077279945
-2.0826832755,2.14831851141,2.14756264626,70.900767725,2.00556013836,0.0617554918894,38.1518241698,83.7187529485,2.01513282134,9.09982173899,84.6913929156,92.1691546013,0.951814796026,32.5984677182,93.0906845897,55,0.046811164575,2.01479401667,66.8584112753,90.6311563215
-2.15421759357,2.22177371317,2.22128029244,81.8980944132,1.77003150153,0.0607132233167,38.3541893987,85.6995196778,2.08886942252,3.4887751389,90.0662053207,93.0486427717,0.95737944689,36.8773569751,93.2962413116,56,0.0459585628235,2.08845237375,67.7302052566,91.5322307342
-2.25542376076,2.32089763271,2.31995936424,87.7628699633,1.84298593005,0.0594661708608,38.5392733553,83.4467581879,2.19502755517,2.10138506617,92.2031355336,94.2867874708,0.954954308408,35.6701505295,93.4122284243,57,0.0432397273353,2.19488118231,68.8467796915,91.302102531
-2.34468845518,2.39383300258,2.39295122888,76.3330499672,0.376594095524,0.0681896544248,38.6357853027,91.7134637245,2.28898172871,5.15816932465,89.5136612466,92.8620556859,0.983533145573,45.7531056149,93.5946800102,58,0.0577835053198,2.28860046669,69.9672586039,93.2345045336
-2.41838502951,2.44952483722,2.44846309585,88.3387471599,0.173158015588,0.066379212039,38.7818947623,92.8864397783,2.36468211204,1.6448872951,91.3457770836,93.7240317324,0.984528544226,46.6138328133,93.6023469213,59,0.0554129301545,2.36476124494,71.0433190554,93.386479061
-2.50811792137,2.52600049185,2.52448045252,87.5809354297,0.112300038547,0.0550894972348,38.9345979948,93.1570695238,2.45525255852,2.14009170208,91.8413124225,94.3457585769,0.985437420225,47.0286247469,93.6011090122,60,0.032180051502,2.45559147801,72.2372471141,93.4543461425
-2.60346245757,2.6087390848,2.60673616969,87.0947356978,0.0575340961727,0.0666767290647,39.1450764208,93.3505430763,2.55045255885,2.1618916314,91.9167750037,94.0300726742,0.985008431211,47.275479302,93.6015802342,61,0.0464862650269,2.55106141496,73.4280341069,93.5002404177
-2.69019823938,2.68422575958,2.68249385068,90.1124735934,0.0485447232053,0.062338844486,39.3030424476,93.4005726775,2.63633280495,1.42356119331,92.858530823,95.0584308338,0.985773753198,47.2329165125,93.5855596858,62,0.0435386158655,2.63693011555,74.6042642262,93.488704946
-2.76136281181,2.73997860394,2.73814403774,89.0284069521,0.0331449842068,0.0770722847581,39.5979892592,93.305888509,2.70202962311,1.76045024267,91.9770434689,94.0808805496,0.986589025042,46.4667028141,93.4143946329,63,0.057759526675,2.70280554018,75.7443816909,93.352111536
-2.86618302324,2.83119781925,2.82906114794,86.8425987407,0.0560979437699,0.0654757755782,39.7448256058,93.2272715302,2.80216914593,2.36860538157,92.6542127891,94.7784720964,0.98440878275,46.3619909557,93.4106246715,64,0.0378531759896,2.80288318347,76.8404193982,93.3465938825
-2.9950299028,2.94860392861,2.94590091393,91.4200111909,0.0353443693732,0.0692012562233,39.8634688129,93.1955740302,2.92753685804,0.81137813156,93.925075699,94.6668097803,0.985516278751,46.0117932335,93.3008394151,65,0.0366634288888,2.92794413069,77.912501145,93.2790471466
-3.10044733937,3.04278968838,3.04087156983,91.3016617143,0.045285700737,0.0740804441048,40.0390689493,93.2012891934,3.02931946384,0.909077249275,93.9513636685,95.1551424603,0.986634097608,46.1710004884,93.3744343653,66,0.0461880247295,3.02986474655,79.0635582265,93.3002211615
-3.20753857819,3.13804852796,3.13707940152,88.0119183916,0.0334911600837,0.0817556935119,40.2608681759,93.288689123,3.1310720126,2.36393621691,93.0470841648,95.1279383303,0.987459644532,46.549690673,93.4067114687,67,0.056759886138,3.13164011196,80.1200611019,93.3614877455
-3.29977715839,3.22221953196,3.22229864491,89.5963581537,0.057372693273,0.0819223547086,40.4587132275,93.2308867776,3.21922686842,1.79228574054,92.9740417239,94.9101134777,0.985396045486,46.3267532155,93.4077774644,68,0.0515017691728,3.21996000572,81.2367053858,93.3345947221
-3.41346751883,3.32676201284,3.32789394117,90.161939104,0.0327894615616,0.0837447880307,40.6657118401,93.1241260134,3.3262247915,1.71980988419,92.5115460737,94.8220740746,0.986794412398,45.9444579813,93.3093601036,69,0.0488570018791,3.32729542401,82.2624428503,93.2595900035
-3.5218373867,3.43216516497,3.43282001357,87.2051441653,0.0337668822648,0.0816047429325,40.9101549462,93.2055697319,3.43210032857,2.44698905627,93.2976849738,95.2783373705,0.987297486488,46.0346811372,93.3193343186,70,0.0463059875398,3.43277391307,83.3697901117,93.2722728421
-3.63450479034,3.54155476671,3.54220272537,86.4962492789,0.03085878132,0.0922649465293,41.1643418442,93.1183115639,3.54152692428,2.82349726934,92.4492563391,95.1428708797,0.987172250604,45.8708722345,93.2993241308,71,0.0543850480758,3.54220272537,84.448291328,93.244249768
-3.77988950197,3.68182620922,3.68261067634,89.1230430629,0.0368414297713,0.0897753696948,41.3884236226,93.19490953,3.68182158079,1.80875267862,93.4075172301,95.0107232753,0.988361997591,45.9669269394,93.3119043091,72,0.0471737313884,3.68261067634,85.5224789277,93.2542612777
-3.89477254894,3.79222117968,3.7930348536,90.0525264192,0.0274400728647,0.0841156204829,41.6288560576,93.2046864279,3.79221887439,1.40304357208,93.81473476,95.1352018563,0.987719276352,46.0509919474,93.3107059881,73,0.0381225824974,3.7930348536,86.6640411324,93.2727582348
-4.02852662469,3.92145419986,3.92234472279,88.3599087669,0.036739456812,0.0929429710735,41.8749382648,93.1902273205,3.92145419986,2.38969858041,92.6493196658,95.067958255,0.987466929753,46.0251206124,93.3119696167,74,0.0492028339023,3.92234472279,87.7290745389,93.2697747148
-4.17047714447,4.05759451962,4.05852629622,89.9499195872,0.0496037247554,0.0913638208263,42.0532992647,93.2530677616,4.05759451962,1.6146142203,92.9877935427,94.5599502644,0.98690687891,46.3972821207,93.4057279697,75,0.0474821729144,4.05852629622,88.8211112207,93.3380473906
-4.28929230025,4.16620068342,4.1671002835,91.4860287481,0.0336262023671,0.0909704990856,42.3182703258,93.2820900781,4.16620068342,1.39927591366,93.2618588905,95.2097987567,0.988435657493,46.5982067326,93.4063054423,76,0.0471450227259,4.1671002835,89.8673987779,93.3642135021
-4.39701580575,4.27093573376,4.27167842828,87.4118623244,0.0491091843647,0.106303304547,42.5527683427,93.2963122686,4.27093573376,2.06180892369,93.4970605884,95.5417463404,0.989024058481,46.9062887026,93.5017249509,77,0.0658871305737,4.27167842828,90.8860248416,93.414147743
-4.54272710641,4.41335968992,4.41421262166,89.9523747662,0.0546141640277,0.0943647399727,42.7910927313,93.2858942232,4.41335968992,1.75251415255,92.8489482788,94.7095537821,0.98987925411,46.9586573992,93.5021638544,78,0.0474950100146,4.41421262166,91.9075362996,93.4182862839
-4.67851876426,4.54827737678,4.54897052418,90.3976839229,0.0423318781266,0.0938172583075,42.9602212685,93.3567842945,4.54827737678,1.59094599762,93.1269795596,94.8656586127,0.989803597402,46.9854836206,93.5006482212,79,0.0471331385735,4.54897052418,92.9546733362,93.4233778194
-4.82161479616,4.68892337997,4.68939469074,88.7101078254,0.0512951085891,0.0953540684289,43.1364536002,93.3477723067,4.68892337997,2.2233539214,92.4521434245,94.8476105104,0.989713281925,47.0540325686,93.5012991805,80,0.0444228631008,4.68939469074,93.9800344884,93.4357758156
-4.94002475605,4.80013154133,4.80050918187,89.6234730436,0.0590150952932,0.106359775145,43.2197516395,93.3438259831,4.80013154133,1.9600184298,92.7168405939,94.8521896307,0.991194116817,47.1351589812,93.5891730324,81,0.0632967405642,4.80050918187,95.0219084476,93.4411641928
-5.09508802898,4.9473285742,4.94753170945,90.8038880593,0.0458267061831,0.0929519481998,43.3553476606,93.3368931383,4.9473285742,1.15495104731,92.7424285598,94.6524094556,0.9902804429,47.0664751736,93.5004946839,82,0.0420762022462,4.94753170945,95.9608497893,93.434637408
-5.23133542179,5.07863682344,5.07849649393,89.2244989036,0.0599919355266,0.101674259883,43.4819481826,93.2597345028,5.07863682344,1.56441946467,93.4686652854,94.9486227938,0.993988455451,46.8618377772,93.4380536353,83,0.0500945795027,5.07849649393,96.9065450205,93.377798767
