MeanKL,Iteration,NumTrajs,LossAfter,MaxKL,Perplexity,MinReturn,StdReturn,Entropy,AverageDiscountedReturn,MaxReturn,ExplainedVariance,LossBefore,AverageReturn,AveragePolicyStd
0.3015630839008896,0,100,-0.04840825588280761,0.564681186693885,4.13273135412,-6.1618849714,0.406823253683,1.4189385332,-3.2850332809,-4.21854691628,1.06713042847e-08,-0.039267781131168744,-5.15610322984,1.0
0.15828744430248615,1,100,-0.08835771483565308,0.29950972718392677,4.09161015483,-7.00399940765,0.475927995689,1.40893857347,-3.86990898006,-4.69356447766,0.932993697123,-0.041369402821360576,-6.08645017074,0.990049873614
0.12725769888371138,2,100,-0.08673576581566546,0.22040843945438618,4.05085679753,-6.30182507549,0.337328472482,1.39892841369,-3.26085992981,-4.38874782432,0.9216238807,-0.06805119126879088,-5.12844457305,0.980188754221
0.012506407458285494,3,100,-0.07474761993108672,0.026533717218397992,4.01108855933,-6.206536328,0.455961901255,1.38906266566,-3.34394206493,-4.31349584623,0.94252056342,-0.0803473839854003,-5.2581107208,0.970566004812
0.002739917371682863,4,100,-0.09454481472138265,0.0033271208287194154,3.97161039606,-6.50220880786,0.425509903451,1.37917165377,-3.40982740968,-4.32132370623,0.950649128918,-0.08760424564405991,-5.37219227523,0.961013445042
0.01300819933611751,5,100,-0.0832017650189905,0.02029268062616828,3.93221851094,-6.1505850127,0.399055029321,1.36920377321,-3.34338623886,-4.33158771869,0.950073105572,-0.07305678511589189,-5.26880062905,0.951481762061
0.018868124194006027,6,100,-0.08330754843969758,0.03300515694216349,3.89303711153,-5.95057156893,0.365798258318,1.35918960147,-3.19421709308,-4.11325715191,0.947611433419,-0.07431063326354949,-5.01468740134,0.942001010456
0.010097927134785358,7,100,-0.08807824833728051,0.01796267489341906,3.85409614842,-5.68461189829,0.394861982251,1.34913651738,-3.0488010546,-3.72113784259,0.933107081866,-0.08786293368709622,-4.82261348633,0.932578437399
0.0029804181493632725,8,100,-0.099695912587576,0.005090288532435747,3.81522216593,-5.84274298227,0.404946584114,1.33899889788,-3.03727161296,-3.8598342537,0.946346163526,-0.09939787227898371,-4.78583981291,0.923172071691
0.0009252997165387336,9,100,-0.10740992183247625,0.0016389651804530475,3.77637821774,-5.90853018465,0.432142998475,1.32876540686,-3.03098806453,-3.8692153854,0.93525558512,-0.10571018218061179,-4.79546011992,0.913772973405
0.00015912349065879243,10,100,-0.09150591594994964,0.00016854963017025326,3.73758071162,-5.73304812119,0.424538660958,1.31843853356,-3.06979342047,-3.7079230392,0.939681358671,-0.08938707197848018,-4.83708208312,0.904385112738
0.0038147627871707663,11,100,-0.1008691666107917,0.005695156668731785,3.69912665498,-5.86861113855,0.422015480918,1.30809675259,-3.04094758339,-3.77704549089,0.941058076005,-0.09379958555358435,-4.80033368118,0.895080356794
0.006465410643842948,12,100,-0.0904171100475825,0.009791815556562097,3.66094625276,-5.61951915435,0.374616799461,1.297721653,-2.99387719183,-3.63496758101,0.94427056851,-0.08468223761118779,-4.7196680138,0.885841817206
0.002764396929987367,13,100,-0.09846915502444571,0.004783644523422587,3.62325359666,-5.85029097358,0.392966911466,1.28737240578,-2.90287326813,-3.79512872495,0.941357199806,-0.09786517522812746,-4.57353685978,0.8767212979
0.0011324623700676823,14,100,-0.09186224983105705,0.0016606900611712827,3.58575912612,-5.93836968257,0.400635476162,1.2769702023,-2.90430712582,-3.77383013891,0.933294517052,-0.09067181066931133,-4.57840335722,0.8676487337
0.00022662215933647481,15,100,-0.09851271321775072,0.0002712185487844798,3.54864674695,-5.79782535416,0.390023120448,1.26656633277,-2.89943747469,-3.78447970925,0.944644224368,-0.0968005886992442,-4.58283340945,0.858668624422
0.00011149068050817648,16,100,-0.10649557026933758,0.00011425503504505774,3.51179120276,-5.60659108301,0.375025032381,1.25612622149,-2.87486540826,-3.67457058081,0.942569611723,-0.10426122353892989,-4.52411068215,0.849750661692
0.0002299240232840404,17,100,-0.08793717176977169,0.00034778081483491374,3.47507700489,-5.22423702151,0.373535227761,1.24561663845,-2.83144406549,-3.53723521954,0.93787431141,-0.08587464411486036,-4.46530507544,0.840866900632
0.0012141328583160737,18,100,-0.10506454490055103,0.0020579421850655255,3.43894029564,-5.49152303259,0.381721661745,1.23516337033,-2.81920822436,-3.62594984569,0.935304988926,-0.10112880617621536,-4.44400124244,0.832122874914
0.0014110206409167455,19,100,-0.0972462544222904,0.0023354941914329186,3.40301224539,-5.19451124782,0.368859735986,1.22466099392,-2.75041295312,-3.537508613,0.944228888932,-0.09460353652908612,-4.34563793293,0.823429338563
0.0011528040756325628,20,100,-0.10768628694190288,0.0018769115470517739,3.367462497,-5.37499783618,0.421425202777,1.21415949249,-2.75372086658,-3.39314769989,0.927713936738,-0.10536506610662925,-4.35792958045,0.81482734019
0.0010168615284824668,21,100,-0.1106747764223757,0.0016461793555434256,3.33206836906,-5.38521910113,0.4153424717,1.20359324302,-2.71607881277,-3.3619545992,0.931422434756,-0.1081788697825742,-4.27451215696,0.806262997408
0.0005157016808119875,22,100,-0.09672216081215598,0.0008235358049328012,3.29681719062,-5.08995246001,0.378495396592,1.19295751536,-2.69835073671,-3.13202260043,0.933149213762,-0.0949992382365005,-4.25256443561,0.797733244221
0.00015776727981631566,23,100,-0.10477512989441863,0.00022283169049494567,3.26202530249,-4.96735906377,0.325286882379,1.18234826091,-2.67646876258,-3.40055293912,0.940686816956,-0.10273462202262754,-4.21295485604,0.789314625842
0.00016854472971182153,24,100,-0.10000227952902495,0.00018651666657290566,3.22751362419,-5.27132990869,0.372241214384,1.17171206501,-2.63681467966,-3.35057987915,0.930251205534,-0.09764819642461926,-4.15541635493,0.78096381004
0.0005786467839575679,25,100,-0.10279737474151239,0.0006876700839432148,3.19340696816,-5.12212861774,0.394120144871,1.16108836197,-2.63319270243,-3.24900118242,0.925947568747,-0.09977746957939881,-4.1476286793,0.772710997771
0.0007241236181581348,26,100,-0.10844571962654562,0.0008606052050817992,3.15965377428,-4.87404626603,0.38151880037,1.1504624565,-2.59251321818,-3.0062232199,0.928614294042,-0.10577150247910001,-4.08414496575,0.764543712992
0.0014063403053077455,27,100,-0.11175844389121696,0.0017817768672781509,3.1261306499,-4.85200593807,0.364542224572,1.13979602572,-2.53360219781,-3.0632635491,0.928662786484,-0.10796372006149188,-3.99794855684,0.756432098299
0.0013595363314718642,28,100,-0.10993448397934272,0.0018281983064977747,3.09281634425,-4.87001412335,0.399693413499,1.12908211407,-2.51474430793,-3.12521917076,0.92322996689,-0.10726679635495052,-3.97371840983,0.748371011623
0.0010675875942673125,29,100,-0.10732702238011935,0.0013062605756018475,3.05975203496,-4.73079044313,0.351804805385,1.11833387835,-2.49470564137,-3.15198197884,0.933594149463,-0.10508031507646604,-3.92782383286,0.740370416747
